Date,StatArbTradingSignal,ClosePrice,FinalStatArbTradingSignal,Trades,Position,Pnl
2020-03-05T05:00:00.000000000Z,0.0,0.74655,0.0,0,0,0.0
2020-03-05T05:15:00.000000000Z,0.0,0.74659,-1.1293772630057337e-21,0,0,0.0
2020-03-05T05:30:00.000000000Z,4.494382022395788e-07,0.74664,2.822741346727135e-06,0,0,0.0
2020-03-05T05:45:00.000000000Z,-8.729333541541016e-06,0.74669,7.177227679097994e-06,0,0,0.0
2020-03-05T06:00:00.000000000Z,4.2115285770231574e-05,0.74684,1.9442573614486227e-05,0,0,0.0
2020-03-05T06:15:00.000000000Z,5.945306601954861e-05,0.74681,6.308355476593715e-05,0,0,0.0
2020-03-05T06:30:00.000000000Z,-0.0001631035028762085,0.74687,-3.440413524960824e-05,0,0,0.0
2020-03-05T06:45:00.000000000Z,1.4914052185003888e-05,0.7467,0.0001051437380843917,0,0,0.0
2020-03-05T07:00:00.000000000Z,-0.0008322139888421027,0.74658,-5.178583328162555e-05,0,0,0.0
2020-03-05T07:15:00.000000000Z,-0.00035573693916830915,0.74648,9.64546094364986e-05,0,0,0.0
2020-03-05T07:30:00.000000000Z,-0.00022035045603374084,0.74626,-8.091236395784998e-05,0,0,0.0
2020-03-05T07:45:00.000000000Z,-3.7865582393843754e-05,0.74608,-0.0004671569585562807,0,0,0.0
2020-03-05T08:00:00.000000000Z,1.968034998610596e-05,0.746,-0.0001640096903785914,0,0,0.0
2020-03-05T08:15:00.000000000Z,-0.00014031739725616171,0.74596,-0.00012051315888006017,0,0,0.0
2020-03-05T08:30:00.000000000Z,-3.01392754809616e-05,0.74595,-8.173243036994505e-05,0,0,0.0
2020-03-05T08:45:00.000000000Z,-0.0007185905638635492,0.74611,7.658190286458338e-05,0,0,0.0
2020-03-05T09:00:00.000000000Z,-0.000810925607315455,0.74611,-0.0014882362690001772,-1,-1000000,0.0
2020-03-05T09:15:00.000000000Z,-0.0017554708027956326,0.74627,-0.0020858530279503733,0,-1000000,-159.99999999993798
2020-03-05T09:30:00.000000000Z,-0.002307128878238811,0.74637,0.0005653816907049507,0,-1000000,-259.99999999992696
2020-03-05T09:45:00.000000000Z,-0.0033992776655681015,0.74642,0.0006032529907468632,0,-1000000,-309.99999999992144
2020-03-05T10:00:00.000000000Z,-0.004740130997343565,0.74636,0.0008919523229842263,0,-1000000,-249.99999999997246
2020-03-05T10:15:00.000000000Z,-0.0024802865240216797,0.74597,0.0011963966574644594,1,0,140.0
2020-03-05T10:30:00.000000000Z,-0.001431626357238592,0.74573,-0.001332557895996321,-1,-1000000,140.0
2020-03-05T10:45:00.000000000Z,-0.001361564124325957,0.74577,-0.0010695598201442284,0,-1000000,99.99999999996
2020-03-05T11:00:00.000000000Z,-0.0017277814645861368,0.74602,-0.0014223484433158414,0,-1000000,-150.00000000001245
2020-03-05T11:15:00.000000000Z,-0.000886300806545061,0.74559,-0.001019213622903164,0,-1000000,280.000000000029
2020-03-05T11:30:00.000000000Z,-0.00027660495892448925,0.74553,-0.0006548468627091342,1,0,340.0
2020-03-05T11:45:00.000000000Z,-0.0007947142576292616,0.74528,-0.00024615106091277825,0,0,340.0
2020-03-05T12:00:00.000000000Z,-0.0009033819107895004,0.74536,-0.00039166858731748427,0,0,340.0
2020-03-05T12:15:00.000000000Z,-0.0013716318521457735,0.74521,-0.000398066582598137,0,0,340.0
2020-03-05T12:30:00.000000000Z,-0.00016651669414752832,0.74498,-7.805830407517304e-05,0,0,340.0
2020-03-05T12:45:00.000000000Z,-0.00759690570126568,0.74497,-0.0003494458626292389,0,0,340.0
2020-03-05T13:00:00.000000000Z,-0.0003216263479367803,0.74475,-0.00021415085961005515,0,0,340.0
2020-03-05T13:15:00.000000000Z,0.001519318122954021,0.74483,-0.00017882843924896976,0,0,340.0
2020-03-05T13:30:00.000000000Z,0.0018463758246456583,0.7453,-0.0009849002405372927,0,0,340.0
2020-03-05T13:45:00.000000000Z,0.0026917803474644088,0.74536,-0.0009719577088952191,0,0,340.0
2020-03-05T14:00:00.000000000Z,0.006064965939415496,0.74531,-0.0005193616772603415,0,0,340.0
2020-03-05T14:15:00.000000000Z,0.003108048711908157,0.7455,-0.0019852451986606,-1,-1000000,340.0
2020-03-05T14:30:00.000000000Z,0.003886068509935005,0.74522,-0.0009342174085051051,0,-1000000,620.000000000058
2020-03-05T14:45:00.000000000Z,0.0026888386887951076,0.74571,-0.0011822367251135776,1,0,130.0
2020-03-05T15:00:00.000000000Z,0.002655710688272293,0.74587,-0.000962056110145169,0,0,130.0
2020-03-05T15:15:00.000000000Z,0.0021256835727927353,0.74622,0.00031602519713389216,0,0,130.0
2020-03-05T15:30:00.000000000Z,0.0020340149002311915,0.74606,0.004009738335102336,1,1000000,130.0
2020-03-05T15:45:00.000000000Z,0.0027241998513293413,0.74622,0.003555265241080907,0,1000000,290.000000000049
2020-03-05T16:00:00.000000000Z,0.0024504710527541,0.74647,0.0017678838848605852,-1,0,540.0
2020-03-05T16:15:00.000000000Z,0.002893893303552824,0.746,0.002914026102482054,1,1000000,540.0
2020-03-05T16:30:00.000000000Z,0.0024397294752071365,0.74606,0.003217652243396801,0,1000000,599.999999999949
2020-03-05T16:45:00.000000000Z,0.002594355353749626,0.74606,0.0027240820419510707,-1,0,600.0
2020-03-05T17:00:00.000000000Z,0.0020235972595403877,0.74576,0.002286122586330281,1,1000000,600.0
2020-03-05T17:15:00.000000000Z,0.0020308460714598114,0.74572,0.00264537554498539,0,1000000,560.000000000071
2020-03-05T17:30:00.000000000Z,0.0018516860949122495,0.74517,0.002005737246255408,0,1000000,10.000000000020577
2020-03-05T17:45:00.000000000Z,0.001201349860298924,0.74482,0.001781757610474111,0,1000000,-339.9999999999409
2020-03-05T18:00:00.000000000Z,0.0010200909750962299,0.74471,0.0017885372407638275,1,2000000,-449.99999999999545
2020-03-05T18:15:00.000000000Z,0.00028279669463373403,0.74502,0.0008336426626636487,0,2000000,170.00000000006958
2020-03-05T18:30:00.000000000Z,0.0004271945650675425,0.74489,0.0007143463534172081,0,2000000,-89.99999999985744
2020-03-05T18:45:00.000000000Z,0.00013987494827068497,0.74509,0.0004755721855376781,0,2000000,310.00000000009857
2020-03-05T19:00:00.000000000Z,0.00043521133811309255,0.74498,0.0007556303196571586,0,2000000,89.99999999998954
2020-03-05T19:15:00.000000000Z,0.0014918490544573784,0.74418,0.0022739946678249257,0,2000000,-1510.0000000000564
2020-03-05T19:30:00.000000000Z,0.0009508633746699744,0.74464,0.002060284193991644,0,2000000,-590.0000000000243
2020-03-05T19:45:00.000000000Z,0.0004298988900767679,0.74488,0.0007978302997113378,0,2000000,-109.9999999999884
2020-03-05T20:00:00.000000000Z,5.0221825938272506e-05,0.74503,0.000161685001233129,0,2000000,189.9999999999785
2020-03-05T20:15:00.000000000Z,-0.0010446771839644768,0.7454,-0.00012648920473961825,0,2000000,929.9999999999415
2020-03-05T20:30:00.000000000Z,-0.001259829942613733,0.74549,-0.0006751946056979455,-1,1000000,855.0000000000052
2020-03-05T20:45:00.000000000Z,-0.0006459239826079084,0.74516,-0.0008583263448448133,-1,0,780.0
2020-03-05T21:00:00.000000000Z,-0.00137486756577136,0.74569,-0.0018084004067875363,-1,-1000000,780.0
2020-03-05T21:15:00.000000000Z,-0.002047736227763019,0.74607,0.0006993901557355521,0,-1000000,399.99999999995305
2020-03-05T21:30:00.000000000Z,-0.002716547119076028,0.74628,0.00119560431973354,1,0,190.0
2020-03-05T21:45:00.000000000Z,-0.00319955930940735,0.74566,0.0013215098786842371,1,1000000,190.0
2020-03-05T22:00:00.000000000Z,-0.005512363087515881,0.74585,0.0009634147293675308,0,1000000,380.0000000000235
2020-03-05T22:15:00.000000000Z,-0.004313475241781636,0.74581,0.0012324037306389918,-1,0,340.0
2020-03-05T22:30:00.000000000Z,-0.0058894083266526915,0.74576,0.001358569674774147,1,1000000,340.0
2020-03-05T22:45:00.000000000Z,0.0013326140420850709,0.74591,0.00191327666120588,0,1000000,489.9999999999835
2020-03-05T23:00:00.000000000Z,0.008017723691746002,0.74615,0.0023228214300040034,-1,0,730.0
2020-03-05T23:15:00.000000000Z,0.009836289758440881,0.74632,0.002064081693181485,1,1000000,730.0
2020-03-05T23:30:00.000000000Z,-0.003459820937212883,0.74631,0.0019055785764375715,0,1000000,720.0000000000455
2020-03-05T23:45:00.000000000Z,-0.009311627909603215,0.74669,0.0010885705484067838,0,1000000,1099.9999999999814
2020-03-06T00:00:00.000000000Z,-0.017414952034935507,0.7467,0.0008011383189533099,-1,0,1110.0
2020-03-06T00:15:00.000000000Z,-0.017969656531556525,0.74668,0.000907522178063009,0,0,1110.0
2020-03-06T00:30:00.000000000Z,-0.05010370672138984,0.7467,0.00019170636655107897,0,0,1110.0
2020-03-06T00:45:00.000000000Z,-0.033386142699117306,0.74669,-9.869330414754927e-06,0,0,1110.0
2020-03-06T01:00:00.000000000Z,-0.04012701680930025,0.74646,-0.00021209278786389887,0,0,1110.0
2020-03-06T01:15:00.000000000Z,-0.03109660655186539,0.74658,-0.000981712102677048,0,0,1110.0
2020-03-06T01:30:00.000000000Z,-0.052961505457999436,0.74675,-0.0015826173447278003,-1,-1000000,1110.0
2020-03-06T01:45:00.000000000Z,-0.08378303863699152,0.7469,-0.0013035413092163562,0,-1000000,960.0000000000165
2020-03-06T02:00:00.000000000Z,-0.05495131744443227,0.74645,-0.0019244787707427954,0,-1000000,1410.000000000078
2020-03-06T02:15:00.000000000Z,-0.06245113963475457,0.74615,-0.002802390790778188,1,0,1710.0
2020-03-06T02:30:00.000000000Z,-0.04738560901461251,0.74615,-0.0025409325384944345,-1,-1000000,1710.0
2020-03-06T02:45:00.000000000Z,-0.07849155187335767,0.74555,-0.0020267651093954283,0,-1000000,2309.999999999934
